1,Anonim,0,0
1,,0,0
1,Anonim,0,0
1,Anonim,0,0
1,Anonim,0,1
1,konrad,0,5
1,Anonim,0,0
1,konrad,0,1
2,konrad,4,3
1,Anonim,0,0
1,kkkkk,1,1
1,konrad,0,0
1,Anonim,0,0
1,ko9nrad,1,3
